,總樓層數,主要建材,建築完成年月,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝
5987,5.0,4,47,2,2,1,1,1,1,0,109,757932.3076923076,48.58461538461538,201.1076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5988,7.0,4,10,2,2,1,1,1,1,1,109,545304.6153846154,54.338461538461544,333.47692307692313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5989,8.0,4,11,4,2,2,1,2,1,2,109,458732.30769230775,101.44615384615385,703.3538461538461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5990,5.0,4,37,2,2,1,0,1,1,0,109,324526.1538461538,86.46153846153847,265.47692307692313,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5991,7.0,4,9,3,2,2,1,1,1,1,109,694710.7692307692,92.95384615384614,511.0461538461538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5992,9.0,4,12,1,1,2,1,1,1,1,109,827529.2307692308,57.6,292.3076923076923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5993,7.0,4,35,3,1,1,0,1,1,0,109,790427.6923076924,52.030769230769224,263.5076923076923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5994,7.0,4,36,3,2,2,1,1,1,0,109,689406.1538461539,108.0923076923077,521.8461538461538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5995,7.0,4,39,1,1,1,1,1,1,0,109,328129.23076923075,26.0,151.47692307692307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5996,12.0,4,36,4,2,2,1,1,1,0,109,392901.53846153844,70.39999999999998,477.10769230769233,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5997,7.0,4,37,4,3,3,1,1,1,0,109,534726.1538461539,104.55384615384615,293.9076923076923,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5998,5.0,4,42,3,2,1,0,1,1,0,109,424064.6153846154,78.98461538461537,309.87692307692305,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5999,14.0,4,13,4,2,2,1,1,1,2,109,300387.6923076923,342.58461538461535,898.2461538461537,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6000,7.0,4,37,2,2,3,1,1,2,1,109,315080.0,135.96923076923076,600.9538461538461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6001,13.0,4,12,1,1,1,1,1,1,0,109,379544.6153846154,35.107692307692304,217.01538461538465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6002,2.0,3,50,2,1,1,0,1,1,0,109,360086.1538461538,112.30769230769229,181.41538461538462,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6003,8.0,4,2,2,2,1,1,1,1,0,109,689446.1538461539,58.276923076923076,279.44615384615383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6004,5.0,4,37,3,2,2,0,1,1,0,108,376646.1538461538,74.21538461538462,351.90769230769234,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6005,4.0,4,35,4,0,4,0,1,1,0,108,451403.07692307705,137.69230769230768,230.7076923076923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6006,4.0,4,35,4,2,2,0,1,1,0,109,442070.7692307692,72.27692307692307,156.33846153846153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6007,19.0,4,12,1,1,1,1,1,1,1,109,565704.6153846154,25.323076923076922,261.07692307692304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6008,4.0,4,55,3,2,1,0,2,1,0,109,476304.6153846154,185.38461538461542,238.5230769230769,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6009,7.0,4,40,3,2,2,1,1,1,0,108,492836.9230769231,63.13846153846154,372.6769230769231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6010,11.0,4,25,2,1,1,1,1,1,0,109,719341.5384615384,21.6,204.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6011,12.0,4,11,3,2,3,1,1,1,2,108,1628083.0769230768,343.5076923076923,1435.8461538461538,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6012,16.0,4,34,4,2,2,1,3,1,0,109,645156.923076923,42.03076923076923,396.2461538461538,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6013,7.0,4,11,3,2,1,1,1,1,1,109,510341.53846153844,54.184615384615384,280.1230769230769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6014,7.0,4,34,3,2,2,0,1,1,0,109,552313.8461538461,81.41538461538461,437.10769230769233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6015,15.0,4,26,0,1,1,1,1,1,0,109,557701.5384615385,17.69230769230769,118.83076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6016,5.0,4,31,3,2,2,0,1,1,0,108,435990.7692307692,111.23076923076924,325.72307692307686,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6017,3.0,3,52,2,1,1,0,1,1,0,109,676981.5384615384,91.29230769230769,195.5076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6018,5.0,4,31,4,2,2,1,1,1,1,109,469513.84615384607,161.96923076923073,683.1692307692307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6019,5.0,4,43,3,2,1,0,1,1,0,109,599406.1538461539,48.676923076923075,219.23076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6020,12.0,4,16,1,1,1,1,1,1,0,109,830040.0,17.784615384615385,131.16923076923078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6021,7.0,4,39,3,2,2,0,1,1,0,109,563550.7692307692,72.55384615384615,288.95384615384614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6022,4.0,4,44,3,2,1,0,1,1,0,109,415172.30769230775,60.83076923076922,142.52307692307693,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6023,6.0,4,14,0,0,0,1,1,1,0,108,611621.5384615385,21.846153846153847,100.61538461538464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6024,4.0,3,35,2,2,4,0,1,2,0,109,1223267.6923076923,175.38461538461542,555.1076923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6025,11.0,4,51,4,2,2,1,2,1,0,108,534298.4615384615,63.661538461538456,451.8461538461538,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6026,5.0,4,35,1,1,1,0,2,1,0,109,330956.92307692306,36.98461538461538,97.26153846153844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6027,7.0,4,47,5,2,3,1,2,1,0,108,585243.0769230769,154.12307692307692,647.0769230769231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6028,19.0,4,2,2,2,1,1,3,1,0,109,747886.1538461539,20.553846153846152,217.35384615384612,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6029,7.0,4,10,4,2,2,1,2,1,1,109,288393.84615384607,133.75384615384615,817.7538461538461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6030,14.0,4,2,4,2,2,1,1,1,1,109,549510.7692307692,103.2,669.5076923076923,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6031,12.0,4,44,4,2,2,0,2,1,0,108,652126.1538461539,52.86153846153846,508.1230769230768,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6032,13.0,4,16,2,1,2,1,1,2,0,109,109926.15384615383,87.32307692307691,568.4307692307692,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6033,4.0,4,26,4,2,3,1,1,1,1,109,311886.1538461538,334.3384615384615,776.4923076923077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6034,5.0,4,7,2,2,1,1,1,1,1,109,402440.0,122.09230769230768,381.10769230769233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6035,4.0,4,49,2,2,1,0,3,1,0,109,502073.84615384607,100.36923076923077,255.5076923076923,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6036,5.0,4,35,1,1,1,0,3,1,0,109,806329.2307692308,34.18461538461539,110.36923076923077,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6037,7.0,4,38,4,2,2,1,1,1,1,109,531504.6153846154,94.4,489.8461538461538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6038,10.0,4,21,2,2,1,1,1,1,1,109,383960.0,93.26153846153844,373.35384615384623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6039,4.0,4,35,3,2,2,0,1,1,0,109,264941.53846153844,29.076923076923073,78.61538461538461,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6040,10.0,4,13,2,2,2,1,1,1,1,109,588953.8461538461,84.95384615384614,388.9846153846154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6041,12.0,4,3,2,2,1,1,2,1,2,109,613926.1538461539,37.907692307692315,525.1076923076923,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6042,5.0,4,38,3,2,2,0,1,1,0,109,258375.3846153846,108.64615384615385,377.4153846153846,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6043,14.0,4,10,1,1,1,1,2,1,0,109,655061.5384615385,16.953846153846154,151.75384615384613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6044,7.0,4,33,3,2,2,1,1,1,1,109,463498.4615384615,95.26153846153845,531.0769230769231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6045,4.0,4,47,2,1,1,0,1,1,0,108,336695.3846153846,63.846153846153854,196.8307692307692,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6046,8.0,4,39,0,0,0,1,1,1,0,109,314089.23076923075,9.907692307692308,81.38461538461537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6047,5.0,4,41,3,2,2,0,1,1,0,109,332981.53846153844,28.923076923076927,105.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6048,11.0,4,8,2,1,1,1,1,1,1,109,581129.2307692308,26.4,247.63076923076923,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6049,7.0,4,18,4,2,3,1,1,1,1,109,950295.3846153845,365.1384615384615,1026.1538461538462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6050,14.0,4,15,1,1,1,1,2,1,0,109,701920.0,24.707692307692305,188.8307692307692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6051,4.0,4,44,1,1,1,0,1,1,0,109,405612.30769230775,57.69230769230769,214.73846153846162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6052,12.0,4,43,1,1,1,1,1,1,0,109,552673.8461538461,15.292307692307695,125.90769230769229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6053,14.0,4,20,1,1,1,0,1,1,0,109,739129.2307692308,10.553846153846154,141.53846153846158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6054,11.0,4,12,4,2,2,1,1,1,1,109,676390.7692307692,178.33846153846153,650.8615384615384,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6055,7.0,4,42,3,2,2,0,1,1,0,109,647221.5384615385,80.12307692307692,397.87692307692316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6056,9.0,4,5,2,2,2,0,1,1,1,109,218332.3076923077,26.153846153846153,121.3846153846154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6057,12.0,4,4,1,1,1,1,1,1,0,109,711840.0,16.830769230769228,159.60000000000005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6058,4.0,4,48,0,0,0,0,1,1,0,109,718067.6923076924,36.55384615384615,105.47692307692309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6059,4.0,4,35,3,2,1,0,1,1,0,109,474541.53846153844,56.153846153846146,199.5076923076923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6060,15.0,4,38,3,2,2,1,1,1,1,108,526652.3076923076,60.06153846153846,593.2307692307693,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6061,8.0,4,23,4,2,2,1,1,1,1,109,834633.8461538461,191.32307692307688,640.8923076923078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6062,15.0,4,38,4,2,2,1,1,1,0,109,593747.6923076923,48.95384615384615,577.5384615384614,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6063,5.0,4,36,3,2,2,0,1,1,0,109,417809.2307692308,87.04615384615386,305.9076923076923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6064,9.0,4,5,3,2,2,1,1,1,1,109,508338.4615384615,92.83076923076923,577.3538461538461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6065,1.0,4,45,4,2,1,0,1,1,0,109,436043.07692307694,574.6153846153846,323.07692307692304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6066,5.0,4,40,3,2,2,0,1,1,0,109,535633.8461538461,113.3846153846154,429.5076923076923,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6067,6.0,4,34,4,2,3,0,2,1,0,109,663732.3076923076,138.95384615384614,637.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6068,7.0,4,36,3,2,2,1,1,1,0,109,354092.30769230775,97.56923076923077,360.95384615384603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6069,4.0,4,45,2,2,1,0,1,1,0,109,273212.3076923077,93.84615384615385,246.0307692307692,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6070,7.0,4,35,4,2,2,1,1,1,0,109,260855.3846153846,127.4153846153846,1045.2615384615383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6071,5.0,4,40,3,2,2,0,2,1,0,109,166304.61538461538,92.2153846153846,341.56923076923067,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6072,10.0,4,4,3,2,2,1,1,1,1,109,617630.7692307692,84.27692307692307,569.8769230769229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6073,7.0,4,35,3,2,2,0,1,1,0,108,746978.4615384616,61.630769230769225,333.9692307692307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6074,4.0,3,55,4,1,2,0,1,1,0,108,630760.0,136.9230769230769,323.9076923076923,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6075,4.0,3,35,4,2,2,0,1,1,0,109,603640.0,116.92307692307692,459.53846153846155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6076,10.0,4,18,3,2,2,1,1,1,1,109,328803.07692307694,219.23076923076923,424.70769230769235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6077,11.0,4,13,3,2,2,1,1,1,1,109,464190.7692307692,80.55384615384615,440.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6078,15.0,4,27,3,2,1,1,1,1,0,109,634236.923076923,61.90769230769231,296.30769230769226,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6079,11.0,4,39,1,1,1,1,1,1,0,109,424763.07692307694,13.507692307692304,127.04615384615386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6080,7.0,4,13,2,2,1,1,1,1,1,109,364196.9230769231,55.04615384615385,396.92307692307685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6081,15.0,4,6,3,2,2,1,1,1,1,109,674440.0,40.58461538461538,501.29230769230765,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6082,13.0,4,4,3,2,2,1,1,1,1,109,421067.69230769225,67.32307692307691,528.4000000000002,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6083,9.0,4,37,7,1,3,1,1,1,0,109,462113.84615384607,85.35384615384616,733.4461538461537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6084,7.0,4,25,1,0,1,1,1,1,0,109,143246.15384615384,15.538461538461535,99.13846153846151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6085,7.0,4,35,4,2,1,1,1,1,0,109,827584.6153846155,56.30769230769231,280.2769230769231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6086,2.0,3,35,3,2,2,0,2,1,0,109,689507.6923076923,172.3076923076923,219.6923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6087,13.0,4,13,3,2,2,1,1,1,2,109,594360.0,121.0153846153846,668.0923076923077,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6088,7.0,4,21,3,2,2,1,1,1,0,108,642301.5384615385,118.0,464.3076923076922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6089,26.0,4,31,2,2,1,1,8,1,0,109,893855.3846153845,18.03076923076923,257.9076923076923,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6090,14.0,4,16,1,1,1,1,1,1,1,109,459243.0769230769,8.799999999999997,127.53846153846158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6091,11.0,4,17,2,2,1,1,1,1,1,109,1053113.846153846,47.69230769230769,281.5076923076923,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6092,14.0,4,6,3,2,2,1,1,1,1,109,578461.5384615385,149.13846153846154,696.3692307692309,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6093,13.0,4,21,2,2,1,1,1,1,0,109,394147.69230769225,34.43076923076923,147.72307692307697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6094,4.0,4,35,4,2,2,0,1,1,0,108,657018.4615384615,171.53846153846152,390.2153846153846,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6095,7.0,4,43,3,3,3,0,2,1,0,109,1164852.3076923077,111.66153846153844,772.1230769230768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6096,3.0,3,53,2,1,1,0,1,1,0,109,231821.53846153844,42.06153846153846,89.84615384615385,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6097,15.0,4,6,3,2,2,1,1,1,1,109,568178.4615384615,43.07692307692307,583.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6098,5.0,4,32,6,4,1,0,1,2,0,108,214101.53846153847,343.9384615384615,972.8307692307692,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6099,5.0,4,32,3,2,1,0,1,1,0,108,214095.3846153846,171.96923076923076,486.4307692307692,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6100,7.0,4,10,2,1,1,1,2,1,0,109,662378.4615384615,38.153846153846146,211.53846153846152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6101,10.0,4,15,4,2,3,1,2,1,1,108,661193.8461538461,218.4923076923077,915.8461538461536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6102,6.0,4,28,3,2,2,1,2,1,1,109,533138.4615384615,108.03076923076921,454.5538461538462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6103,15.0,4,14,5,2,2,1,2,1,1,109,1169113.846153846,65.2,745.6923076923077,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6104,5.0,4,36,7,3,2,0,1,1,0,109,357855.3846153846,92.76923076923076,301.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6105,15.0,4,22,3,1,2,1,1,1,0,109,452929.2307692308,84.49230769230769,380.4307692307692,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6106,14.0,4,35,3,2,2,1,1,1,0,109,806590.7692307692,36.03076923076923,422.5538461538462,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6107,4.0,3,35,6,0,6,0,1,1,0,109,807926.1538461539,83.07692307692308,236.70769230769238,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6108,4.0,4,35,3,1,2,0,3,1,0,109,297689.23076923075,102.06153846153845,318.03076923076924,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6109,7.0,4,35,3,2,2,1,3,1,0,109,723224.6153846155,74.76923076923076,360.6461538461539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6110,7.0,4,50,4,2,2,0,1,1,0,108,529772.3076923076,116.03076923076921,536.1230769230771,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6111,12.0,4,35,3,2,2,1,1,1,0,109,711243.0769230769,36.58461538461538,443.26153846153846,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6112,8.0,4,41,3,2,2,1,2,1,0,109,454046.1538461538,34.8,187.66153846153847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6113,5.0,4,40,4,2,2,0,1,1,0,109,345332.3076923077,61.04615384615384,246.73846153846162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6114,5.0,4,41,3,2,1,0,2,1,0,108,484910.7692307692,86.30769230769229,292.8615384615385,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6115,3.0,3,52,1,1,1,0,1,1,0,109,406378.4615384615,72.83076923076923,205.0153846153846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6116,13.0,4,7,3,2,2,1,2,1,2,109,518587.69230769225,100.76923076923076,867.1692307692308,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6117,7.0,4,41,3,2,2,1,1,1,0,109,485190.7692307692,73.78461538461538,428.89230769230767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6118,7.0,4,35,3,2,2,0,1,1,0,109,488332.30769230775,62.707692307692305,346.64615384615377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6119,4.0,4,48,8,0,10,0,1,2,0,109,281436.92307692306,161.53846153846152,571.8769230769229,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6120,4.0,4,45,3,2,2,0,1,1,0,109,392052.30769230775,96.92307692307692,315.1384615384615,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6121,5.0,4,40,4,4,4,0,1,1,0,109,271203.07692307694,81.26153846153846,289.04615384615386,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6122,12.0,4,14,4,2,2,1,1,1,2,109,334390.7692307692,147.96923076923073,789.3538461538462,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6123,4.0,4,48,3,1,2,0,1,1,0,109,318258.4615384615,143.84615384615384,297.47692307692313,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6124,12.0,4,41,2,2,1,1,2,1,0,109,276135.3846153846,32.09230769230769,240.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6125,5.0,4,35,2,2,2,1,1,1,0,109,611273.8461538461,90.49230769230768,340.7384615384616,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6126,13.0,4,32,3,2,2,1,1,1,1,109,755760.0,91.26153846153845,562.1846153846154,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6127,4.0,4,35,2,2,1,0,2,1,0,109,610800.0,103.07692307692308,239.4769230769231,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6128,4.0,3,35,3,2,1,0,1,1,0,109,353670.7692307692,66.15384615384615,214.15384615384613,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6129,7.0,4,32,3,2,2,0,1,1,0,109,480806.1538461538,81.93846153846154,415.47692307692313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6130,16.0,4,3,3,1,2,1,1,1,1,109,952495.3846153845,68.61538461538461,552.4615384615385,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6131,5.0,4,35,0,2,2,0,1,1,0,109,470320.0,76.8,257.66153846153844,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6132,7.0,4,35,3,2,2,1,1,1,0,109,528043.0769230769,55.69230769230769,342.0923076923077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6133,13.0,4,19,3,2,2,1,1,1,1,108,597800.0,96.06153846153845,649.3230769230769,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6134,5.0,4,38,3,2,2,0,1,1,0,109,430575.3846153846,68.55384615384615,252.86153846153852,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6135,5.0,4,37,3,2,2,0,1,1,0,109,457569.2307692308,84.86153846153846,292.15384615384613,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6136,13.0,4,37,1,1,1,1,3,1,0,109,363470.7692307692,19.353846153846156,203.1692307692308,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6137,5.0,4,41,3,2,2,0,1,1,0,109,323104.6153846154,83.50769230769231,293.0153846153846,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6138,4.0,3,52,3,1,4,0,1,1,0,109,1086790.7692307692,89.13846153846153,217.7846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6139,5.0,4,2,1,1,1,1,1,1,0,108,708187.6923076924,68.0,132.2153846153846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6140,5.0,4,2,1,1,1,1,1,1,0,108,687972.3076923076,66.92307692307692,129.9076923076923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6141,5.0,4,2,1,1,1,1,1,1,0,109,739440.0,59.75384615384616,116.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6142,5.0,4,2,1,1,1,1,1,1,0,108,704344.6153846155,59.75384615384616,116.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6143,5.0,4,2,1,1,1,1,1,1,0,108,722876.923076923,59.75384615384616,115.90769230769232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6144,5.0,4,2,1,1,1,1,1,1,0,108,704907.6923076924,59.75384615384616,115.90769230769232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6145,5.0,4,2,1,1,1,1,1,1,0,108,686938.4615384615,59.75384615384616,115.90769230769232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6146,5.0,4,2,1,1,1,1,1,1,1,108,770378.4615384616,81.29230769230769,165.16923076923075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6147,5.0,4,2,1,1,1,1,1,1,0,108,672427.6923076923,93.66153846153844,181.9076923076923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
