,土地區段位置建物區段門牌,土地移轉總面積平方公尺,總樓層數,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,編號,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地區段位置建物區段門牌經度,土地區段位置建物區段門牌緯度,周邊機能-機場,周邊機能-銀行,周邊機能-便利商店,周邊機能-醫院,周邊機能-公園,周邊機能-停車場,周邊機能-國小,周邊機能-國中,周邊機能-捷運,周邊機能-殯儀館
25,臺北市松山區民生東路五段181~210號,1.86,20.0,4,32,29.5,0,0,0,1,5700000,193220,RPUNMLTKKIOFFDA78DA,1,1,0,108,594523.0769230769,5.723076923076923,90.76923076923076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0593104,121.56566,0,10,17,3,7,8,4,2,0,0
26,臺北市松山區延壽街330巷17弄1~30號,14.02,7.0,4,29,65.75999999999999,2,1,1,1,15050000,228863,RPWNMLTLJIOFFDA98DA,1,1,0,108,704193.8461538461,43.138461538461534,202.3384615384615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0549599,121.5608468,0,19,20,15,7,13,4,1,1,0
27,臺北市松山區三民路29巷1~30號,39.12,13.0,4,17,183.67000000000002,3,2,2,1,29500000,160614,RPPNMLTJKIOFFDA08CA,2,1,1,108,494196.92307692306,120.36923076923075,565.1384615384616,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0545657,121.5633244,1,20,20,7,5,12,3,1,1,0
28,臺北市松山區南京東路四段179巷3弄1~30號,20.27,7.0,4,38,126.00999999999999,3,1,2,0,24010000,190540,RPSPMLTLJIOFFDA68CA,1,1,0,108,586276.923076923,62.36923076923077,387.72307692307686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0522303,121.5565966,0,20,20,20,11,20,3,1,1,0
29,臺北市松山區富錦街331~360號,30.33,5.0,4,40,106.12,3,2,2,0,23000000,216736,RPTPMLNJKIOFFDA08CA,3,1,0,108,666880.0,93.32307692307691,326.5230769230769,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0604412,121.5564912,1,2,7,3,16,12,3,1,0,0
30,臺北市松山區富錦街331~360號,31.7,5.0,4,40,110.93,3,2,2,0,25000000,225367,SPTPMLNJKIOFFDA18CA,3,1,0,108,693436.923076923,97.53846153846153,341.32307692307694,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0604412,121.5564912,1,2,7,3,16,12,3,1,0,0
31,臺北市松山區富錦街331~360號,47.0,4.0,4,35,81.6,3,2,2,0,17800000,218137,TPTPMLNJKIOFFDA28CA,1,1,0,108,671190.7692307692,144.6153846153846,251.07692307692304,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0604412,121.5564912,1,2,7,3,16,12,3,1,0,0
32,臺北市松山區復興北路313巷1~30號,27.33,7.0,4,42,139.31,3,2,2,1,31500000,226114,RPPOMLSKJIOFFDA08CA,1,1,0,108,695735.3846153846,84.09230769230768,428.6461538461538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0588398,121.5463723,0,20,20,17,12,20,0,1,1,0
33,臺北市松山區民生東路五段69巷2弄1~30號,68.25,4.0,4,35,119.55,3,2,2,0,26800000,224174,RPUOMLSKJIOFFDA58CA,1,1,0,108,689766.1538461539,210.0,367.8461538461538,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0593613,121.5584525,0,6,11,2,11,7,3,1,0,0
34,臺北市松山區南京東路三段335巷1~30號,9.48,7.0,4,35,58.89,1,1,1,1,12560000,213279,RPWNMLTKJIOFFDA78CA,1,1,0,108,656243.0769230769,29.16923076923077,181.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0531014,121.5474988,0,20,20,20,9,20,1,1,2,0
35,臺北市松山區健康路325巷6弄1~30號,39.58,5.0,4,35,125.0,3,2,2,0,20200000,161600,RPSNMLKLJIOFFDA57CA,1,1,0,108,497230.7692307692,121.78461538461538,384.6153846153846,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0549843,121.5674205,1,5,15,4,10,10,1,1,0,0
36,臺北市松山區三民路68巷1~30號,31.05,7.0,4,29,128.44,3,2,2,1,25250000,196590,RPPPMLKLJIOFFDA47CA,1,1,0,108,604892.3076923076,95.53846153846153,395.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0553031,121.5643157,1,20,20,3,7,7,2,1,1,0
37,臺北市松山區撫遠街369巷1~30號,39.0,4.0,4,35,65.07,2,2,1,0,12500000,192101,RPVOMLLLJIOFFDA08CA,1,1,0,108,591080.0,120.0,200.21538461538458,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0640452,121.5661767,0,2,6,1,6,4,3,1,0,0
38,臺北市松山區敦化北路165巷1~30號,34.27,9.0,4,31,132.99,4,2,2,1,34680000,260771,RPWOMLQLJIOFFDA78DA,1,1,0,108,802372.3076923076,105.44615384615385,409.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.054882,121.550089,0,20,20,18,13,20,2,0,1,0
39,臺北市松山區八德路四段781~810號,11.24,15.0,4,14,136.45,3,2,2,1,25750000,215445,RPPQMLQLJIOFFDA28DA,1,1,1,108,662907.6923076923,34.58461538461538,419.8461538461538,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0512855,121.5783352,0,14,15,5,13,18,2,0,1,2
40,臺北市松山區八德路二段391~420號,3.06,13.0,4,15,31.8,2,1,1,1,11100000,349057,RPVOMLTLJIOFFDA98DA,1,1,0,108,1074021.5384615385,9.415384615384616,97.84615384615384,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.048443,121.5464258,0,20,20,9,6,20,2,2,1,0
41,臺北市松山區民權東路三段103巷31~60號,38.0,6.0,4,33,188.21,3,2,2,0,33000000,175336,RPQNMLLLJIOFFDA47CA,1,1,0,108,539495.3846153846,116.92307692307692,579.1076923076923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0639553,121.5452937,0,20,19,4,3,4,1,2,1,0
42,臺北市松山區民生東路五段151~180號,15.13,15.0,4,42,117.67999999999999,3,2,2,1,25500000,216689,RPUOMLLLJIOFFDA97CA,1,1,0,108,666735.3846153846,46.55384615384615,362.09230769230766,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.059443,121.562046,0,9,19,3,11,6,7,1,0,0
43,臺北市松山區八德路四段421~450號,4.12,14.0,4,13,41.91,1,1,1,0,8000000,190885,RPWOMLKLJIOFFDA08CA,1,1,0,108,587338.4615384615,12.676923076923076,128.95384615384614,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0482494,121.5593222,0,20,20,10,3,20,1,1,0,0
