,土地區段位置建物區段門牌,土地移轉總面積平方公尺,總樓層數,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,編號,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地區段位置建物區段門牌經度,土地區段位置建物區段門牌緯度,周邊機能-機場,周邊機能-銀行,周邊機能-便利商店,周邊機能-醫院,周邊機能-公園,周邊機能-停車場,周邊機能-國小,周邊機能-國中,周邊機能-捷運,周邊機能-殯儀館
27,臺北市文山區木新路三段45巷7弄1~30號,39.46,7.0,4,26,156.23000000000002,3,2,2,1,19350000,123856,RPXPMLPLJIOFFAA58DA,1,1,1,108,381095.3846153846,121.41538461538461,480.70769230769235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.9821797,121.5644006,0,3,14,4,9,6,1,1,0,0
28,臺北市文山區新光路一段61~90號,29.25,4.0,4,35,77.32,3,1,1,0,7020000,90792,RPVOMLQLJIOFFAA38DA,1,1,0,108,279360.0,90.0,237.9076923076923,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9902381,121.5738477,0,1,12,0,4,1,2,1,0,0
29,臺北市文山區羅斯福路五段211~240號,17.21,10.0,4,37,107.92,2,2,2,1,19800000,183469,RPPNMLOLJIOFFAA47DA,5,1,0,108,564520.0,52.95384615384616,332.0615384615385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.007887,121.538523,0,1,5,0,9,5,2,2,0,1
30,臺北市文山區忠順街一段26巷5弄1~30號,29.12,4.0,4,35,78.5,4,3,2,0,10650000,135669,RPSPMLPLJIOFFAA08DA,1,1,0,108,417443.07692307694,89.6,241.53846153846152,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9832532,121.5596948,0,4,14,3,11,10,2,2,0,0
31,臺北市文山區木柵路一段238巷2弄1~30號,41.25,4.0,4,35,89.43,3,2,1,0,9200000,102874,RPOOMLNKJIOFFAA27DA,1,1,0,108,316535.3846153846,126.92307692307692,275.1692307692308,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9877013,121.5537231,0,0,5,0,3,9,2,1,0,1
32,臺北市文山區興隆路三段211~240號,35.06,5.0,4,39,116.61999999999999,3,2,2,1,13180000,113017,RPTOMLOKJIOFFAA87DA,2,1,0,108,347744.6153846154,107.87692307692308,358.8307692307692,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.994676,121.559772,0,0,5,1,2,5,0,0,0,0
33,臺北市文山區開元街31~60號,0.0,2.0,3,53,175.46,0,0,0,0,2203923,12561,RPRNMLMKKIOFFAA37CA,0,1,0,108,38649.230769230766,0.0,539.876923076923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.9892345,121.5704681,0,10,11,1,6,3,2,3,0,0
34,臺北市文山區木柵路二段109巷100弄31~60號,73.51,17.0,4,25,128.67000000000002,3,2,2,1,16300000,126681,RPSRMLMJKIOFFAA77CA,2,1,1,108,389787.6923076923,226.1846153846154,395.90769230769234,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.992359,121.5621715,0,2,10,3,3,1,1,1,0,2
35,臺北市文山區木柵路四段121~150號,57.33,19.0,4,10,208.53,4,2,2,1,33580000,161032,RPXNMLRLJIOFFAA48CA,2,1,2,108,495483.0769230769,176.39999999999998,641.6307692307693,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.99557,121.5720779,0,1,3,0,4,3,0,0,1,1
36,臺北市文山區政大三街31~60號,21.38,5.0,4,15,45.78,1,1,1,1,7700000,168196,RPROMLPKJIOFFAA67CA,1,1,0,108,517526.1538461538,65.78461538461538,140.86153846153846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.9859279,121.5816436,0,0,5,0,4,4,1,2,0,0
37,臺北市文山區景隆街91~120號,30.13,5.0,4,35,104.1,3,2,2,0,12500000,120077,RPPNMLPKJIOFFAA37CA,2,1,0,108,369467.6923076923,92.7076923076923,320.30769230769226,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.999256,121.54297,0,4,16,1,16,14,2,2,1,0
38,臺北市文山區興隆路四段105巷1~30號,24.63,13.0,4,26,144.5,3,2,2,1,18000000,124567,RPXNMLPLJIOFFAA28CA,1,1,1,108,383283.07692307694,75.78461538461538,444.6153846153846,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.9875252,121.5608752,0,2,16,2,10,6,3,1,0,2
39,臺北市文山區興隆路三段112巷2弄1~30號,29.48,5.0,4,41,105.69,4,0,3,1,14380000,136058,RPSOMLLLJIOFFAA47CA,1,1,0,108,418640.0,90.70769230769231,325.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.998879,121.5570396,0,5,6,15,0,9,1,1,1,1
40,臺北市文山區辛亥路四段166巷31~60號,26.57,10.0,4,3,130.0,2,2,1,1,23180000,210679,RPPPMLMLJIOFFAA37CA,1,1,1,108,648243.0769230769,81.75384615384615,400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.0047101,121.5557243,0,4,9,1,2,0,2,0,1,0
41,臺北市文山區政大一街320巷91~120號,43.69,11.0,4,10,320.1,3,2,2,1,43750000,136676,RPPNMLTKJIOFFAA77CA,1,1,2,108,420541.53846153844,134.43076923076922,984.9230769230769,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.9867317,121.5856004,0,0,0,1,5,3,0,1,0,0
42,臺北市文山區木新路二段79巷12弄1~30號,29.67,5.0,4,38,118.64,3,2,2,0,16300000,137390,RPOOMLPKJIOFFAA37CA,1,1,0,108,422738.4615384615,91.29230769230769,365.04615384615386,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9845523,121.5706187,0,4,6,1,5,4,0,3,0,0
43,臺北市文山區興隆路四段58巷1~30號,35.48,4.0,4,41,97.98,2,2,2,0,10000000,102062,RPVNMLRLJIOFFAA28CA,2,1,0,108,314036.92307692306,109.16923076923075,301.4769230769231,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9854061,121.5611888,0,5,19,5,11,8,3,0,0,1
44,臺北市文山區萬寧街121~150號,0.0,16.0,4,24,157.99,3,2,2,1,7100000,44940,RPQRMLTLJIOFFAA38CA,0,1,0,108,138276.92307692306,0.0,486.12307692307695,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25.0034388,121.5694272,0,0,7,1,8,0,1,0,0,0
45,臺北市文山區福興路4巷1~30號,34.88,4.0,4,35,100.67,3,2,2,0,6400000,63574,RPRNMLMJKIOFFAA27CA,1,1,0,108,195612.3076923077,107.32307692307693,309.75384615384615,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25.0030765,121.5515104,0,6,8,1,5,5,2,1,0,1
46,臺北市文山區興隆路一段70巷11弄1~30號,40.12,4.0,4,35,117.45,3,2,2,0,18000000,153257,RPQOMLNJKIOFFAA37CA,2,1,0,108,471560.0,123.44615384615383,361.38461538461536,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25.0025991,121.5404445,0,3,14,1,12,9,3,0,1,1
47,臺北市文山區木柵路三段48巷1弄1~30號,38.51,10.0,4,25,210.33999999999997,4,2,2,1,24000000,114101,RPWNMLQJKIOFFAA18CA,1,1,2,108,351080.0,118.49230769230768,647.1999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.9877277,121.5654496,0,11,13,3,6,10,2,4,0,2
48,臺北市文山區辛亥路四段77巷92弄1~30號,131.31,11.0,4,18,261.28,5,3,2,1,31200000,147277,RPVPMLPLJIOFFAA38DA,3,1,2,108,453160.0,404.03076923076924,803.9384615384614,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25.008969,121.5599032,0,0,4,0,2,0,1,0,1,0
49,臺北市文山區景中街1~30號,6.13,10.0,4,18,46.269999999999996,1,1,1,1,8700000,188027,RPTOMLLKKIOFFAA57CA,1,1,0,108,578544.6153846154,18.861538461538462,142.36923076923074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,24.993062,121.541543,0,12,19,9,7,10,4,3,1,0
50,臺北市文山區興隆路三段116巷1弄1~30號,20.88,4.0,3,35,46.5,6,0,6,0,6440000,138495,RPVNMLSKJIOFFAA28CA,1,1,0,108,426138.4615384615,64.24615384615385,143.07692307692307,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.999925,121.5581444,0,5,5,15,3,10,1,1,1,1
51,臺北市文山區興隆路四段91~120號,30.38,4.0,4,35,78.35,2,2,1,0,10150000,129547,RPXNMLTKJIOFFAA58CA,2,1,0,108,398606.1538461538,93.47692307692307,241.07692307692304,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.988529,121.5604456,0,2,14,2,6,4,3,1,0,2
52,臺北市文山區萬芳路107巷1~30號,24.94,15.0,4,13,131.42,2,2,1,1,19000000,144575,RPQNMLOLJIOFFAA47CA,3,1,1,108,444846.1538461538,76.73846153846154,404.36923076923074,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.9966451,121.5625209,0,0,4,1,1,4,1,0,0,0
53,臺北市文山區景華街121巷12弄1~30號,21.21,4.0,4,35,70.48,3,2,1,0,13700000,194381,RPPNMLKLJIOFFAA96CA,3,1,0,108,598095.3846153846,65.26153846153846,216.86153846153846,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9968045,121.5463645,0,2,10,1,14,9,4,4,0,0
